image_id,category,concept_key,name_en,current_filename,recommended_filename,semantic_category,semantic_subcategory,semantic_concept,semantic_variant,rename_action
IMG_OBJECT_NAME,object_scene,object_name,Name,img__object_name__v1.webp,object_general_name_centered_001.webp,object,general,name,centered,rename
IMG_OBJECT_NATION,object_scene,object_nation,Nation,img__object_nation__v1.webp,object_general_nation_centered_001.webp,object,general,nation,centered,rename
IMG_OBJECT_NEW,object_scene,object_new,New,img__object_new__v1.webp,object_general_new_centered_001.webp,object,general,new,centered,rename
IMG_OBJECT_NEW_YEAR,object_scene,object_new_year,New Year,img__object_new_year__v1.webp,object_general_new_year_centered_001.webp,object,general,new_year,centered,rename
IMG_OBJECT_NEXT_TIME,object_scene,object_next_time,Next Time,img__object_next_time__v1.webp,object_general_next_time_centered_001.webp,object,general,next_time,centered,rename
IMG_OBJECT_NEXT_YEAR,object_scene,object_next_year,Next Year,img__object_next_year__v1.webp,object_general_next_year_centered_001.webp,object,general,next_year,centered,rename
IMG_OBJECT_NO_NEED,object_scene,object_no_need,No Need,img__object_no_need__v1.webp,object_general_no_need_centered_001.webp,object,general,no_need,centered,rename
IMG_OBJECT_NO_PROBLEM,object_scene,object_no_problem,No Problem,img__object_no_problem__v1.webp,object_general_no_problem_centered_001.webp,object,general,no_problem,centered,rename
IMG_OBJECT_NOODLES,object_scene,object_noodles,Noodles,img__object_noodles__v1.webp,object_general_noodles_centered_001.webp,object,general,noodles,centered,rename
IMG_OBJECT_NOON,object_scene,object_noon,Noon,img__object_noon__v1.webp,object_general_noon_centered_001.webp,object,general,noon,centered,rename
IMG_OBJECT_NORTH,object_scene,object_north,North,img__object_north__v1.webp,object_general_north_centered_001.webp,object,general,north,centered,rename
IMG_OBJECT_NORTH_SIDE,object_scene,object_north_side,North Side,img__object_north_side__v1.webp,object_general_north_side_centered_001.webp,object,general,north_side,centered,rename
IMG_OBJECT_NOT_BIG,object_scene,object_not_big,Not Big,img__object_not_big__v1.webp,object_general_not_big_centered_001.webp,object,general,not_big,centered,rename
IMG_OBJECT_NOT_CORRECT,object_scene,object_not_correct,Not Correct,img__object_not_correct__v1.webp,object_general_not_correct_centered_001.webp,object,general,not_correct,centered,rename
IMG_OBJECT_NOT_HAVE,object_scene,object_not_have,Not Have,img__object_not_have__v1.webp,object_general_not_have_centered_001.webp,object,general,not_have,centered,rename
IMG_OBJECT_NOTEBOOK,object_scene,object_notebook,Notebook,img__object_notebook__v1.webp,object_general_notebook_centered_001.webp,object,general,notebook,centered,rename
IMG_OBJECT_NOW,object_scene,object_now,Now,img__object_now__v1.webp,object_general_now_centered_001.webp,object,general,now,centered,rename
IMG_OBJECT_NUMBER,object_scene,object_number,Number,img__object_number__v1.webp,object_general_number_centered_001.webp,object,general,number,centered,rename
IMG_OBJECT_O_CLOCK,object_scene,object_o_clock,O'Clock,img__object_o_clock__v1.webp,object_general_o_clock_centered_001.webp,object,general,o_clock,centered,rename
IMG_OBJECT_OFF_WORK,object_scene,object_off_work,Off Work,img__object_off_work__v1.webp,object_general_off_work_centered_001.webp,object,general,off_work,centered,rename
IMG_OBJECT_OFTEN,object_scene,object_often,Often,img__object_often__v1.webp,object_general_often_centered_001.webp,object,general,often,centered,rename
IMG_OBJECT_OLD,object_scene,object_old,Old,img__object_old__v1.webp,object_general_old_centered_001.webp,object,general,old,centered,rename
IMG_OBJECT_OLDER_BROTHER,object_scene,object_older_brother,Older Brother,img__object_older_brother__v1.webp,object_general_older_brother_centered_001.webp,object,general,older_brother,centered,rename
IMG_OBJECT_OLDER_SISTER,object_scene,object_older_sister,Older Sister,img__object_older_sister__v1.webp,object_general_older_sister_centered_001.webp,object,general,older_sister,centered,rename
IMG_OBJECT_ON,object_scene,object_on,On,img__object_on__v1.webp,object_general_on_centered_001.webp,object,general,on,centered,rename
IMG_OBJECT_ON_THE_BODY,object_scene,object_on_the_body,On The Body,img__object_on_the_body__v1.webp,object_general_on_the_body_centered_001.webp,object,general,on_the_body,centered,rename
IMG_OBJECT_ON_THE_GROUND,object_scene,object_on_the_ground,On The Ground,img__object_on_the_ground__v1.webp,object_general_on_the_ground_centered_001.webp,object,general,on_the_ground,centered,rename
IMG_OBJECT_ON_THE_VEHICLE,object_scene,object_on_the_vehicle,On The Vehicle,img__object_on_the_vehicle__v1.webp,object_general_on_the_vehicle_centered_001.webp,object,general,on_the_vehicle,centered,rename
IMG_OBJECT_ONE_SIDE,object_scene,object_one_side,One Side,img__object_one_side__v1.webp,object_general_one_side_centered_001.webp,object,general,one_side,centered,rename
IMG_OBJECT_ONLINE,object_scene,object_online,Online,img__object_online__v1.webp,object_general_online_centered_001.webp,object,general,online,centered,rename
IMG_OBJECT_ONLINE_FRIEND,object_scene,object_online_friend,Online Friend,img__object_online_friend__v1.webp,object_general_online_friend_centered_001.webp,object,general,online_friend,centered,rename
IMG_OBJECT_OPEN,object_scene,object_open,Open,img__object_open__v1.webp,object_general_open_centered_001.webp,object,general,open,centered,rename
IMG_OBJECT_OR,object_scene,object_or,Or,img__object_or__v1.webp,object_general_or_centered_001.webp,object,general,or,centered,rename
IMG_OBJECT_ORDINAL_PREFIX,object_scene,object_ordinal_prefix,Ordinal Prefix,img__object_ordinal_prefix__v1.webp,object_general_ordinal_prefix_centered_001.webp,object,general,ordinal_prefix,centered,rename
IMG_OBJECT_OTHER,object_scene,object_other,Other,img__object_other__v1.webp,object_general_other_centered_001.webp,object,general,other,centered,rename
IMG_OBJECT_OTHER_PEOPLE,object_scene,object_other_people,Other People,img__object_other_people__v1.webp,object_general_other_people_centered_001.webp,object,general,other_people,centered,rename
IMG_OBJECT_OUTSIDE,object_scene,object_outside,Outside,img__object_outside__v1.webp,object_general_outside_centered_001.webp,object,general,outside,centered,rename
IMG_OBJECT_OVER_THERE,object_scene,object_over_there,Over There,img__object_over_there__v1.webp,object_general_over_there_centered_001.webp,object,general,over_there,centered,rename
IMG_OBJECT_PAGE,object_scene,object_page,Page,img__object_page__v1.webp,object_general_page_centered_001.webp,object,general,page,centered,rename
IMG_OBJECT_PATERNAL_GRANDMOTHER,object_scene,object_paternal_grandmother,Paternal Grandmother,img__object_paternal_grandmother__v1.webp,object_general_paternal_grandmother_centered_001.webp,object,general,paternal_grandmother,centered,rename
IMG_OBJECT_PATIENT,object_scene,object_patient,Patient,img__object_patient__v1.webp,object_general_patient_centered_001.webp,object,general,patient,centered,rename
IMG_OBJECT_PEOPLE,object_scene,object_people,People,img__object_people__v1.webp,object_person_people_centered_001.webp,object,person,people,centered,rename
IMG_OBJECT_PERSON,object_scene,object_person,Person,img__object_person__v1.webp,object_person_person_centered_001.webp,object,person,person,centered,rename
IMG_OBJECT_PIECE,object_scene,object_piece,Piece,img__object_piece__v1.webp,object_general_piece_centered_001.webp,object,general,piece,centered,rename
IMG_OBJECT_PLACE,object_scene,object_place,Place,img__object_place__v1.webp,object_general_place_centered_001.webp,object,general,place,centered,rename
IMG_OBJECT_PLANE_TICKET,object_scene,object_plane_ticket,Plane Ticket,img__object_plane_ticket__v1.webp,object_vehicle_plane_ticket_centered_001.webp,object,vehicle,plane_ticket,centered,rename
IMG_OBJECT_PLAYING_BALL,object_scene,object_playing_ball,Playing Ball,img__object_playing_ball__v1.webp,object_general_playing_ball_centered_001.webp,object,general,playing_ball,centered,rename
IMG_OBJECT_PLEASANT_TO_HEAR,object_scene,object_pleasant_to_hear,Pleasant To Hear,img__object_pleasant_to_hear__v1.webp,object_general_pleasant_to_hear_centered_001.webp,object,general,pleasant_to_hear,centered,rename
IMG_OBJECT_PLEASE,object_scene,object_please,Please,img__object_please__v1.webp,object_general_please_centered_001.webp,object,general,please,centered,rename
IMG_OBJECT_PLEASE_COME_IN,object_scene,object_please_come_in,Please Come In,img__object_please_come_in__v1.webp,object_general_please_come_in_centered_001.webp,object,general,please_come_in,centered,rename
IMG_OBJECT_PLEASE_SIT,object_scene,object_please_sit,Please Sit,img__object_please_sit__v1.webp,object_general_please_sit_centered_001.webp,object,general,please_sit,centered,rename
IMG_OBJECT_POSITIVE,object_scene,object_positive,Positive,img__object_positive__v1.webp,object_general_positive_centered_001.webp,object,general,positive,centered,rename
IMG_OBJECT_PREPARE,object_scene,object_prepare,Prepare,img__object_prepare__v1.webp,object_general_prepare_centered_001.webp,object,general,prepare,centered,rename
IMG_OBJECT_RAIN,object_scene,object_rain,Rain,img__object_rain__v1.webp,object_general_rain_centered_001.webp,object,general,rain,centered,rename
IMG_OBJECT_READING_BOOKS,object_scene,object_reading_books,Reading Books,img__object_reading_books__v1.webp,object_general_reading_books_centered_001.webp,object,general,reading_books,centered,rename
IMG_OBJECT_REALLY,object_scene,object_really,Really,img__object_really__v1.webp,object_general_really_centered_001.webp,object,general,really,centered,rename
IMG_OBJECT_REQUEST_FOR_LEAVE,object_scene,object_request_for_leave,Request For Leave,img__object_request_for_leave__v1.webp,object_general_request_for_leave_centered_001.webp,object,general,request_for_leave,centered,rename
IMG_OBJECT_REST,object_scene,object_rest,Rest,img__object_rest__v1.webp,object_general_rest_centered_001.webp,object,general,rest,centered,rename
IMG_OBJECT_RETURN_TO,object_scene,object_return_to,Return To,img__object_return_to__v1.webp,object_general_return_to_centered_001.webp,object,general,return_to,centered,rename
IMG_OBJECT_RIGHT,object_scene,object_right,Right,img__object_right__v1.webp,object_general_right_centered_001.webp,object,general,right,centered,rename
IMG_OBJECT_RIGHT_SIDE,object_scene,object_right_side,Right Side,img__object_right_side__v1.webp,object_general_right_side_centered_001.webp,object,general,right_side,centered,rename
IMG_OBJECT_SEE_A_DOCTOR,object_scene,object_see_a_doctor,See A Doctor,img__object_see_a_doctor__v1.webp,object_general_see_a_doctor_centered_001.webp,object,general,see_a_doctor,centered,rename
IMG_OBJECT_SERIOUS,object_scene,object_serious,Serious,img__object_serious__v1.webp,object_general_serious_centered_001.webp,object,general,serious,centered,rename
IMG_OBJECT_SHE,object_scene,object_she,She,img__object_she__v1.webp,object_general_she_centered_001.webp,object,general,she,centered,rename
IMG_OBJECT_SIMULTANEOUSLY,object_scene,object_simultaneously,Simultaneously,img__object_simultaneously__v1.webp,object_general_simultaneously_centered_001.webp,object,general,simultaneously,centered,rename
IMG_OBJECT_SINGING,object_scene,object_singing,Singing,img__object_singing__v1.webp,object_general_singing_centered_001.webp,object,general,singing,centered,rename
IMG_OBJECT_SIT_DOWN,object_scene,object_sit_down,Sit Down,img__object_sit_down__v1.webp,object_general_sit_down_centered_001.webp,object,general,sit_down,centered,rename
IMG_OBJECT_SKY,object_scene,object_sky,Sky,img__object_sky__v1.webp,object_general_sky_centered_001.webp,object,general,sky,centered,rename
IMG_OBJECT_SLOW,object_scene,object_slow,Slow,img__object_slow__v1.webp,object_general_slow_centered_001.webp,object,general,slow,centered,rename
IMG_OBJECT_SMALL,object_scene,object_small,Small,img__object_small__v1.webp,object_general_small_centered_001.webp,object,general,small,centered,rename
IMG_OBJECT_SOME,object_scene,object_some,Some,img__object_some__v1.webp,object_general_some_centered_001.webp,object,general,some,centered,rename
IMG_OBJECT_SOMETIMES,object_scene,object_sometimes,Sometimes,img__object_sometimes__v1.webp,object_general_sometimes_centered_001.webp,object,general,sometimes,centered,rename
IMG_OBJECT_SON,object_scene,object_son,Son,img__object_son__v1.webp,object_general_son_centered_001.webp,object,general,son,centered,rename
IMG_OBJECT_SONG,object_scene,object_song,Song,img__object_song__v1.webp,object_general_song_centered_001.webp,object,general,song,centered,rename
IMG_OBJECT_SOUTH,object_scene,object_south,South,img__object_south__v1.webp,object_general_south_centered_001.webp,object,general,south,centered,rename
IMG_OBJECT_SOUTH_SIDE,object_scene,object_south_side,South Side,img__object_south_side__v1.webp,object_general_south_side_centered_001.webp,object,general,south_side,centered,rename
IMG_OBJECT_SPEECH,object_scene,object_speech,Speech,img__object_speech__v1.webp,object_general_speech_centered_001.webp,object,general,speech,centered,rename
IMG_OBJECT_STEAMED_BUN,object_scene,object_steamed_bun,Steamed Bun,img__object_steamed_bun__v1.webp,object_general_steamed_bun_centered_001.webp,object,general,steamed_bun,centered,rename
IMG_OBJECT_STILL,object_scene,object_still,Still,img__object_still__v1.webp,object_general_still_centered_001.webp,object,general,still,centered,rename
IMG_OBJECT_STRAIGHT,object_scene,object_straight,Straight,img__object_straight__v1.webp,object_general_straight_centered_001.webp,object,general,straight,centered,rename
IMG_OBJECT_STUDENT,object_scene,object_student,Student,img__object_student__v1.webp,object_person_student_centered_001.webp,object,person,student,centered,rename
IMG_OBJECT_STUDY,object_scene,object_study,Study,img__object_study__v1.webp,object_general_study_centered_001.webp,object,general,study,centered,rename
IMG_OBJECT_STUFF,object_scene,object_stuff,Stuff,img__object_stuff__v1.webp,object_general_stuff_centered_001.webp,object,general,stuff,centered,rename
IMG_OBJECT_SUNDAY,object_scene,object_sunday,Sunday,img__object_sunday__v1.webp,object_general_sunday_centered_001.webp,object,general,sunday,centered,rename
IMG_OBJECT_TABLE,object_scene,object_table,Table,img__object_table__v1.webp,object_general_table_centered_001.webp,object,general,table,centered,rename
IMG_OBJECT_TAKE_A_HOLIDAY,object_scene,object_take_a_holiday,Take A Holiday,img__object_take_a_holiday__v1.webp,object_general_take_a_holiday_centered_001.webp,object,general,take_a_holiday,centered,rename
IMG_OBJECT_TAKE_A_TAXI,object_scene,object_take_a_taxi,Take A Taxi,img__object_take_a_taxi__v1.webp,object_general_take_a_taxi_centered_001.webp,object,general,take_a_taxi,centered,rename
IMG_OBJECT_TALL_HIGH,object_scene,object_tall_high,Tall High,img__object_tall_high__v1.webp,object_general_tall_high_centered_001.webp,object,general,tall_high,centered,rename
IMG_OBJECT_TEA,object_scene,object_tea,Tea,img__object_tea__v1.webp,object_food_tea_centered_001.webp,object,food,tea,centered,rename
IMG_OBJECT_TEACHER,object_scene,object_teacher,Teacher,img__object_teacher__v1.webp,object_person_teacher_centered_001.webp,object,person,teacher,centered,rename
IMG_OBJECT_TEACHING_BUILDING,object_scene,object_teaching_building,Teaching Building,img__object_teaching_building__v1.webp,object_general_teaching_building_centered_001.webp,object,general,teaching_building,centered,rename
IMG_OBJECT_TELEPHONE,object_scene,object_telephone,Telephone,img__object_telephone__v1.webp,object_electronics_telephone_centered_001.webp,object,electronics,telephone,centered,rename
IMG_OBJECT_TELEVISION,object_scene,object_television,Television,img__object_television__v1.webp,object_general_television_centered_001.webp,object,general,television,centered,rename
IMG_OBJECT_TEXT_OF_A_LESSON,object_scene,object_text_of_a_lesson,Text Of A Lesson,img__object_text_of_a_lesson__v1.webp,object_general_text_of_a_lesson_centered_001.webp,object,general,text_of_a_lesson,centered,rename
IMG_OBJECT_TEXTBOOK,object_scene,object_textbook,Textbook,img__object_textbook__v1.webp,object_general_textbook_centered_001.webp,object,general,textbook,centered,rename
IMG_OBJECT_THE_DAY_AFTER_TOMORROW,object_scene,object_the_day_after_tomorrow,The Day After Tomorrow,img__object_the_day_after_tomorrow__v1.webp,object_general_the_day_after_tomorrow_centered_001.webp,object,general,the_day_after_tomorrow,centered,rename
IMG_OBJECT_THE_DAY_BEFORE_YESTERDAY,object_scene,object_the_day_before_yesterday,The Day Before Yesterday,img__object_the_day_before_yesterday__v1.webp,object_general_the_day_before_yesterday_centered_001.webp,object,general,the_day_before_yesterday,centered,rename
IMG_OBJECT_THE_SAME,object_scene,object_the_same,The Same,img__object_the_same__v1.webp,object_general_the_same_centered_001.webp,object,general,the_same,centered,rename
IMG_OBJECT_THERE,object_scene,object_there,There,img__object_there__v1.webp,object_general_there_centered_001.webp,object,general,there,centered,rename
IMG_OBJECT_THERE_IS,object_scene,object_there_is,There Is,img__object_there_is__v1.webp,object_general_there_is_centered_001.webp,object,general,there_is,centered,rename
IMG_OBJECT_THERE_IS_ALSO,object_scene,object_there_is_also,There Is Also,img__object_there_is_also__v1.webp,object_general_there_is_also_centered_001.webp,object,general,there_is_also,centered,rename
IMG_OBJECT_THERE_IS_NOT,object_scene,object_there_is_not,There Is Not,img__object_there_is_not__v1.webp,object_general_there_is_not_centered_001.webp,object,general,there_is_not,centered,rename
IMG_OBJECT_THEY,object_scene,object_they,They,img__object_they__v1.webp,object_general_they_centered_001.webp,object,general,they,centered,rename
IMG_OBJECT_THEY_FEMALE,object_scene,object_they_female,They (Female),img__object_they_female__v1.webp,object_general_they_female_centered_001.webp,object,general,they_female,centered,rename
IMG_OBJECT_THING,object_scene,object_thing,Thing,img__object_thing__v1.webp,object_general_thing_centered_001.webp,object,general,thing,centered,rename
IMG_OBJECT_THIRSTY,object_scene,object_thirsty,Thirsty,img__object_thirsty__v1.webp,object_general_thirsty_centered_001.webp,object,general,thirsty,centered,rename
IMG_OBJECT_THIS_SIDE,object_scene,object_this_side,This Side,img__object_this_side__v1.webp,object_general_this_side_centered_001.webp,object,general,this_side,centered,rename
IMG_OBJECT_THIS_YEAR,object_scene,object_this_year,This Year,img__object_this_year__v1.webp,object_general_this_year_centered_001.webp,object,general,this_year,centered,rename
IMG_OBJECT_TICKET,object_scene,object_ticket,Ticket,img__object_ticket__v1.webp,object_general_ticket_centered_001.webp,object,general,ticket,centered,rename
IMG_OBJECT_TIME,object_scene,object_time,Time,img__object_time__v1.webp,object_time_time_centered_001.webp,object,time,time,centered,rename
IMG_OBJECT_TIME_OCCURRENCE,object_scene,object_time_occurrence,Time (Occurrence),img__object_time_occurrence__v1.webp,object_general_time_occurrence_centered_001.webp,object,general,time_occurrence,centered,rename
IMG_OBJECT_TIRED,object_scene,object_tired,Tired,img__object_tired__v1.webp,object_general_tired_centered_001.webp,object,general,tired,centered,rename
IMG_OBJECT_TODAY,object_scene,object_today,Today,img__object_today__v1.webp,object_time_today_centered_001.webp,object,time,today,centered,rename
IMG_OBJECT_TOGETHER,object_scene,object_together,Together,img__object_together__v1.webp,object_general_together_centered_001.webp,object,general,together,centered,rename
IMG_OBJECT_TOILET,object_scene,object_toilet,Toilet,img__object_toilet__v1.webp,object_general_toilet_centered_001.webp,object,general,toilet,centered,rename
IMG_OBJECT_TOMORROW,object_scene,object_tomorrow,Tomorrow,img__object_tomorrow__v1.webp,object_time_tomorrow_centered_001.webp,object,time,tomorrow,centered,rename
IMG_OBJECT_TOO,object_scene,object_too,Too,img__object_too__v1.webp,object_general_too_centered_001.webp,object,general,too,centered,rename
IMG_OBJECT_TRAIN,object_scene,object_train,Train,img__object_train__v1.webp,object_vehicle_train_centered_001.webp,object,vehicle,train,centered,rename
IMG_OBJECT_TRAIN_TICKET,object_scene,object_train_ticket,Train Ticket,img__object_train_ticket__v1.webp,object_vehicle_train_ticket_centered_001.webp,object,vehicle,train_ticket,centered,rename
IMG_OBJECT_TREE,object_scene,object_tree,Tree,img__object_tree__v1.webp,object_general_tree_centered_001.webp,object,general,tree,centered,rename
IMG_OBJECT_TRUE,object_scene,object_true,True,img__object_true__v1.webp,object_general_true_centered_001.webp,object,general,true,centered,rename
IMG_OBJECT_UNDER,object_scene,object_under,Under,img__object_under__v1.webp,object_general_under_centered_001.webp,object,general,under,centered,rename
IMG_OBJECT_UNIVERSITY,object_scene,object_university,University,img__object_university__v1.webp,object_general_university_centered_001.webp,object,general,university,centered,rename
IMG_OBJECT_UNIVERSITY_STUDENT,object_scene,object_university_student,University Student,img__object_university_student__v1.webp,object_general_university_student_centered_001.webp,object,general,university_student,centered,rename
IMG_OBJECT_UP,object_scene,object_up,Up,img__object_up__v1.webp,object_general_up_centered_001.webp,object,general,up,centered,rename
IMG_OBJECT_UPRIGHT,object_scene,object_upright,Upright,img__object_upright__v1.webp,object_general_upright_centered_001.webp,object,general,upright,centered,rename
IMG_OBJECT_UPSTAIRS,object_scene,object_upstairs,Upstairs,img__object_upstairs__v1.webp,object_general_upstairs_centered_001.webp,object,general,upstairs,centered,rename
IMG_OBJECT_US,object_scene,object_us,Us,img__object_us__v1.webp,object_general_us_centered_001.webp,object,general,us,centered,rename
IMG_OBJECT_USEFUL,object_scene,object_useful,Useful,img__object_useful__v1.webp,object_general_useful_centered_001.webp,object,general,useful,centered,rename
IMG_OBJECT_VEGETABLE,object_scene,object_vegetable,Vegetable,img__object_vegetable__v1.webp,object_food_vegetable_centered_001.webp,object,food,vegetable,centered,rename
IMG_OBJECT_VERY,object_scene,object_very,Very,img__object_very__v1.webp,object_general_very_centered_001.webp,object,general,very,centered,rename
IMG_OBJECT_WALKING,object_scene,object_walking,Walking,img__object_walking__v1.webp,object_general_walking_centered_001.webp,object,general,walking,centered,rename
IMG_OBJECT_WALLET,object_scene,object_wallet,Wallet,img__object_wallet__v1.webp,object_general_wallet_centered_001.webp,object,general,wallet,centered,rename
IMG_OBJECT_WATER,object_scene,object_water,Water,img__object_water__v1.webp,object_food_water_centered_001.webp,object,food,water,centered,rename
IMG_OBJECT_WE,object_scene,object_we,We,img__object_we__v1.webp,object_general_we_centered_001.webp,object,general,we,centered,rename
IMG_OBJECT_WEATHER,object_scene,object_weather,Weather,img__object_weather__v1.webp,object_general_weather_centered_001.webp,object,general,weather,centered,rename
IMG_OBJECT_WEEK,object_scene,object_week,Week,img__object_week__v1.webp,object_general_week_centered_001.webp,object,general,week,centered,rename
IMG_OBJECT_WELL,object_scene,object_well,Well,img__object_well__v1.webp,object_general_well_centered_001.webp,object,general,well,centered,rename
IMG_OBJECT_WEST,object_scene,object_west,West,img__object_west__v1.webp,object_general_west_centered_001.webp,object,general,west,centered,rename
IMG_OBJECT_WEST_SIDE,object_scene,object_west_side,West Side,img__object_west_side__v1.webp,object_general_west_side_centered_001.webp,object,general,west_side,centered,rename
IMG_OBJECT_WHAT,object_scene,object_what,What,img__object_what__v1.webp,object_general_what_centered_001.webp,object,general,what,centered,rename
IMG_OBJECT_WHAT_TO_DO,object_scene,object_what_to_do,What To Do?,img__object_what_to_do__v1.webp,object_general_what_to_do_centered_001.webp,object,general,what_to_do,centered,rename
IMG_OBJECT_WHERE,object_scene,object_where,Where,img__object_where__v1.webp,object_general_where_centered_001.webp,object,general,where,centered,rename
IMG_OBJECT_WHICH,object_scene,object_which,Which,img__object_which__v1.webp,object_general_which_centered_001.webp,object,general,which,centered,rename
IMG_OBJECT_WHICH_ONES,object_scene,object_which_ones,Which Ones,img__object_which_ones__v1.webp,object_general_which_ones_centered_001.webp,object,general,which_ones,centered,rename
IMG_OBJECT_WHITE,object_scene,object_white,White,img__object_white__v1.webp,object_general_white_centered_001.webp,object,general,white,centered,rename
IMG_OBJECT_WHO,object_scene,object_who,Who,img__object_who__v1.webp,object_general_who_centered_001.webp,object,general,who,centered,rename
IMG_OBJECT_WILL,object_scene,object_will,Will,img__object_will__v1.webp,object_general_will_centered_001.webp,object,general,will,centered,rename
IMG_OBJECT_WIND,object_scene,object_wind,Wind,img__object_wind__v1.webp,object_general_wind_centered_001.webp,object,general,wind,centered,rename
IMG_OBJECT_WOMAN,object_scene,object_woman,Woman,img__object_woman__v1.webp,object_general_woman_centered_001.webp,object,general,woman,centered,rename
IMG_OBJECT_WORD,object_scene,object_word,Word,img__object_word__v1.webp,object_general_word_centered_001.webp,object,general,word,centered,rename
IMG_OBJECT_WORK,object_scene,object_work,Work,img__object_work__v1.webp,object_general_work_centered_001.webp,object,general,work,centered,rename
IMG_OBJECT_WORKER,object_scene,object_worker,Worker,img__object_worker__v1.webp,object_general_worker_centered_001.webp,object,general,worker,centered,rename
IMG_OBJECT_WRONG,object_scene,object_wrong,Wrong,img__object_wrong__v1.webp,object_general_wrong_centered_001.webp,object,general,wrong,centered,rename
IMG_OBJECT_YEAR,object_scene,object_year,Year,img__object_year__v1.webp,object_time_year_centered_001.webp,object,time,year,centered,rename
IMG_OBJECT_YEARS_OLD,object_scene,object_years_old,Years Old,img__object_years_old__v1.webp,object_general_years_old_centered_001.webp,object,general,years_old,centered,rename
IMG_OBJECT_YES,object_scene,object_yes,Yes,img__object_yes__v1.webp,object_general_yes_centered_001.webp,object,general,yes,centered,rename
IMG_OBJECT_YESTERDAY,object_scene,object_yesterday,Yesterday,img__object_yesterday__v1.webp,object_time_yesterday_centered_001.webp,object,time,yesterday,centered,rename
IMG_OBJECT_YOU,object_scene,object_you,You,img__object_you__v1.webp,object_general_you_centered_001.webp,object,general,you,centered,rename
IMG_OBJECT_YOU_PLURAL,object_scene,object_you_plural,You (Plural),img__object_you_plural__v1.webp,object_general_you_plural_centered_001.webp,object,general,you_plural,centered,rename
IMG_OBJECT_YOU_POLITE_FORM,object_scene,object_you_polite_form,You (Polite Form),img__object_you_polite_form__v1.webp,object_general_you_polite_form_centered_001.webp,object,general,you_polite_form,centered,rename
IMG_OBJECT_YOU_RE_WELCOME,object_scene,object_you_re_welcome,You'Re Welcome,img__object_you_re_welcome__v1.webp,object_general_you_re_welcome_centered_001.webp,object,general,you_re_welcome,centered,rename
IMG_OBJECT_YOUNG_LADY,object_scene,object_young_lady,Young Lady,img__object_young_lady__v1.webp,object_general_young_lady_centered_001.webp,object,general,young_lady,centered,rename
IMG_OBJECT_YOUNGER_BROTHER,object_scene,object_younger_brother,Younger Brother,img__object_younger_brother__v1.webp,object_general_younger_brother_centered_001.webp,object,general,younger_brother,centered,rename
IMG_OBJECT_YOUNGER_SISTER,object_scene,object_younger_sister,Younger Sister,img__object_younger_sister__v1.webp,object_general_younger_sister_centered_001.webp,object,general,younger_sister,centered,rename
